Internal ID,Product Code,Suggested Name,Website Category,Sub-brand,Description,Short Description,Certification,,
2587,FS6ELFA,CommanderEDGE 6ltr AFF Foam c/w Low Freeze Additive,Fire Extinguishers,CommanderEDGE ® ,,,,830,
1272,FS6ECO,CommanderEDGE 6ltr High Performance Envirofoam,Fire Extinguishers,CommanderEDGE ® ,"• Kitemarked to BS EN3
• 35kVa Dielectric test certified
• New “Super strong” plastic base for protection
• CE-marked brass valve assembly with strong handles
• 5-year warranty
• Class-leading thick polyethylene internal lining
• Full range of spare parts available
","Foam extinguishers are always an excellent choice for Class A and B risk areas.  The high knockdown compared with water units makes them very effective on Class A fires, whilst also able to cover for Class B risks.
The newly-developed EnviroFoam units are true market leaders.  With an environmentally-friendly foam concentrate, they also boast extremely high performance. With a new design strong plastic base skirt and brass valve assemblies, these units are high performers in even the most harsh conditions.
",,29,
1273,FS6EMC,CommanderEDGE 6ltr MultiCHEM,Fire Extinguishers,CommanderEDGE ® ,"• Fire rating - 34A 233B 75F
• Kitemarked to BS EN3
• MED ‘Ship’s Wheel’ approved
• 35kVa Dielectric test certified
• Full 5-year warranty
• Extremely robust handles resist bending, deforming and rusting - even in harsh conditions
• Heavy brass valve with 15mm neck ring
• Cylinder thickness exceeds requirements by at least 50%
• New design ‘super-strong’ plastic base skirt
• Thick walled braided rubber UV-resistant hose
• Pressure safety release valve
• 0% failure rate on internal lining","Multi-class fire extinguishers are no newcomers to the market, but the MultiCHEM offers a new solution - a high-performance ABF rated extinguisher. The 34A rating gives the industry’s highest available A rating for a 6 litre extinguisher. This means that even in the hands of an untrained and incompetent person the MultiCHEM can tackle a sizeable fire. A 233B rating gives unsurpassed ability to tackle flammable liquid fires involving large amounts of fuel and a big surface area. And then to round it all off, the 75F rating enables this unit to be used on deep fat fryer fires
",,40,
1707,WS6E,CommanderEDGE 6ltr Water,Fire Extinguishers,CommanderEDGE ® ,"• Kitemarked to BS EN3
• 35kVa Dielectric test certified
• New “Super strong” plastic base for protection
• CE-marked brass valve assembly with strong handles
• 5-year warranty
• Class-leading thick polyethylene internal lining
• Full range of spare parts available
","Water extinguishers still remain a popular choice for Class A fire risks, with the low cost price and ease of maintenance, refilling and end-of-life disposal.  And, with increasing emphasis on environmentally friendly extinguishers, water extinguishers are unbeatable. With a new design strong plastic base skirt and brass valve assemblies, this unit is a high performer in even the most harsh conditions.",,7,
2585,WS6ELFA,CommanderEDGE 6ltr Water c/w Low Freeze Additive,Fire Extinguishers,CommanderEDGE ® ,"• Fully Kitemarked
• Manufactured to BS EN3
• Plastic base for protection
• Corrosion-resistant finish
• Polyethylene internal lining
• Full range of spare parts available
• 35kVa dielectric test certified
","The 6 litre Compact 34 is a high performance water-plus-additive extinguisher which achieves a remarkable 34A fire rating.  Now fully Kitemarked, it joins the market-leading CommanderEDGE range.",,1008,
1713,WS6EA,CommanderEDGE 6ltr Water Compact 34,Fire Extinguishers,CommanderEDGE ® ,"• Kitemarked to BS EN3
• 35kVa Dielectric test certified
• New “Super strong” plastic base for protection
• CE-marked brass valve assembly with strong handles
• 5-year warranty
• Class-leading thick polyethylene internal lining
• Full range of spare parts available
","Water extinguishers still remain a popular choice for Class A fire risks, with the low cost price and ease of maintenance, refilling and end-of-life disposal.  And, with increasing emphasis on environmentally friendly extinguishers, water extinguishers are unbeatable.
The new Compact34 6ltr Water with Additive unit has greater knockdown properties and higher performance that standard water units – it packs a class-leading 34A fire rating into a compact 6ltr size, making it easy to handle and operate.
It's not only  Kitemarked but has passed  the 35kVa dielectric conductivity test.  With a new design strong plastic base skirt and brass valve assemblies, these units are high performers in even the most harsh conditions.
",,24,
1693,WC6E,CommanderEDGE 6ltr Wet Chemical,Fire Extinguishers,CommanderEDGE ® ,"• Fully CE marked
• Stainless steel cylinders
• Full range of spare parts available
• “Easy Clean” design
• 6litre model suitable for us to 75ltr capacity deep fat fryer
","The Comander range Wet Chemical extinguishers provide the idealo and effective answers to Class F fires. The 6 litre unit has been designed to provide a hygenic ""Easy Clean"" solution to meet the demands of a commercial kitchen environment",,289,
2488,DP9E/B,CommanderEDGE 9kg ABC 20 Dry Powder,Fire Extinguishers,CommanderEDGE ® ,"• Kitemarked to BS EN3
• Transport brackets with centre strap on 1 and 2kg models
• MED approval on all models
• Corrosion resistant finish
• 5-year warranty
","Dry Powder is a multi-purpose extinguishing medium with excellent knock-down properties.  The low minimum operating temperature makes them suitable for all-year external situations.  The 9kg unit have a new ‘super-strong’ bask skirt.  All models are Kitemarked and have CE marked brass valve assemblies.
And if that’s not enough, the entire model range has MED ‘Ship’s Wheel’ approval!
",,656,
1026,DP9E,CommanderEDGE 9kg ABC Dry Powder,Fire Extinguishers,CommanderEDGE ® ,"• Kitemarked to BS EN3
• Transport brackets with centre strap on 1 and 2kg models
• MED approval on all models
• Corrosion resistant finish
• 5-year warranty
",Dry Powder is a multi-purpose extinguishing medium with excellent knock-down properties.  The low minimum operating temperature makes them suitable for all-year external situations. The 9kg unit has a new ‘super-strong’ bask skirt and have CE marked brass valve assemblies.,,12,
1027,DP9ME,CommanderEDGE 9kg ABC Dry Powder,Fire Extinguishers,CommanderEDGE ® ,,,,133,
1274,FS9E,CommanderEDGE 9ltr AFF Foam,Fire Extinguishers,CommanderEDGE ® ,"• Kitemarked to BS EN3
• 35kVa Dielectric test certified 
• MED “Ship’s Wheel” approved
• New “Super strong” plastic base for protection
• CE-marked brass valve assembly with strong handles
• 5-year warranty
• Class-leading thick polyethylene internal lining
• Full range of spare parts available
","Foam extinguishers are always an excellent choice for Class A and B risk areas.  The high knockdown compared with water units makes them very effective on Class A fires, whilst also able to cover for Class B risks.
The newly-developed EnviroFoam units are true market leaders. The 9ltr model boasts a 34A 233B fire rating. It's also  Kitemarked, and has passed the 35kVa dielectric conductivity test.  The FS9E 9ltr unit is also MED “Ship’s Wheel” approved.  With a new design strong plastic base skirt and brass valve assemblies, these units are high performers in even the most harsh conditions.
",,19,
2586,FS9ELFA,CommanderEDGE 9ltr AFF Foam c/w Low Freeze Additive,Fire Extinguishers,CommanderEDGE ® ,,,,520,
1708,WS9E,CommanderEDGE 9ltr Water,Fire Extinguishers,CommanderEDGE ® ,"• Kitemarked to BS EN3
• 35kVa Dielectric test certified
• MED “Ship’s Wheel” approved
• New “Super strong” plastic base for protection
• CE-marked brass valve assembly with strong handles
• 5-year warranty
• Class-leading thick polyethylene internal lining
• Full range of spare parts available
","Water extinguishers still remain a popular choice for Class A fire risks, with the low cost price and ease of maintenance, refilling and end-of-life disposal.  And, with increasing emphasis on environmentally friendly extinguishers, water extinguishers are unbeatable. The 9ltr model is Kitemarked and has passed the 35kVa dielectric conductivity test.  It is also MED “Ship’s Wheel” approved.  With a new design strong plastic base skirt and brass valve assemblies, these units are high performers in even the most harsh conditions.",,9,
1710,WS9ELFA,CommanderEDGE 9ltr Water c/w Low Freeze Additive,,,,,,50,
810,CS23A,Compact Double Extinguisher Trolley,Ancillary Products,,"• Robust powder coated steel frame
• Nylon wheels
• Space for 2 extinguishers
• Backboard allows fitting of Rotary Alarm Bell, Howler Site Alarms, and other ancillary equipment
• Compact, space-saving design
","Like its big brother - the CS23 Double Trolley - this Compact Trolley is built to last. A tough, powder coated steel frame and nylon wheels guarantee longevity of service even in harsh conditions.It holds 2 extinguishers, and can be adapted to take CO2 extinguishers. The small backboard is pre-drilled for fitting a Rotary Alarm Bell, and can also be used to fit battery operated fire alarms and other ancillary equipment.",,51,
769,CS03,Double Cabinet,Ancillary Products,,"• External 720mm(h) x 585mm(w) x 270mm(d)
• Internal  650mm(h) x 530mm(w) x 210mm(d)
• Cabinets can be alarmed with the AE04 PilferGard alarm.
","These standard fire extinguisher cabinets offer a low-cost, reliable and effective solution to extinguisher housing and protection.  ",,73,
2284,CS03-DA/Y,Double Cabinet - Yellow,Ancillary Products,,"• Manufactured from ABS
• Fully weather sealed
• Resistant to chemicals
• Brilliant shock resistance
• Innovative internal clamp system
• 2 x 9kg/9ltr/2kg CO","These cabinets are manufactured from ABS plastic.  ABS is extremely robust, and has remarkable ability to absorb shocks and bumps.  We have tested one in extreme conditions, even bashing it with a digger bucket, and dropping from over 10 feet high - shrugs it off! Another famous quality of ABS is its resistance to chemicals.  Along with their effective weather and water seal, these cabinets can be used in all sorts of extreme conditions. It’s not just about what’s on the outside...  The internals of these cabinets are brilliant too.  An innovative clamp and strap system firmly holds extinguishers in place, and accommodate pretty much any shape and size of extinguisher.  Or they can even be taken out completely for a truly versatile space.",,,
2159,CS03/WA,Double Cabinet c/w Alarm,Ancillary Products,,• Holds 2 x 6/9kg extinguishers,"These standard fire extinguisher cabinets offer a low-cost, reliable and effective solution to extinguisher housing and protection. Cabinets can be alarmed with the AE04 PilferGard alarm",,678,
770,CS03A,Double Cabinet c/w Integral Keybox and Triangular Keylock,Ancillary Products,,"• The lockable double cabinet will house 2 extinguishers up to 9kg capacity or 2kg CO2 units, and is key lockable. 
• The key is housed in a tamper proof compartment on the front of the cabinet.
","These cabinets offer tremendous value for money. Manufactured from incredibly tough ABS plastic, they are durable and very strong. A weather seal keeps rain and dust out, and the brilliant internal clamping system holds the extinguisher firmly in place, whilst also being quick and easy to remove should an emergency arise.",,530,
813,CS25,Double Cabinet Trolley,Ancillary Products,,,,,,
794,CS14/C,Double Extinguisher Stand - Cream,Ancillary Products,,"• Modern ergonomic design
• Manufactured from recyclable, chemical resistant and UV stabilised PE
• Helps prevent extinguishers being knocked over
• Available in red, grey or cream – please specify when ordering
","These rotationally moulded fire extinguisher stands are extremely robust and durable. Also available in grey or cream , they are suitable for use in food preparation areas. Impact and chemical resistant, they have a recess for a skirting board.",,,
796,CS14/R,Double Extinguisher Stand - Red,Ancillary Products,,"• Modern ergonomic design
• Manufactured from recyclable, chemical resistant and UV stabilised PE
• Helps prevent extinguishers being knocked over
• Available in red, grey or cream – please specify when ordering
","These rotationally moulded fire extinguisher stands are extremely robust and durable. Also available in grey or cream , they are suitable for use in food preparation areas. Impact and chemical resistant, they have a recess for a skirting board.",,35,
799,CS14A/R,Double Extinguisher Stand for CO2 and Foam or Water - Red,Ancillary Products,,"• Available in:
o Red
o Cream
o Grey
","This double extinguisher stand is rapidly becoming a firm favourite in the trade. Designed to take a 6ltr / 6kg unit and a 2kg CO2, this durable stand is extremely compact and is suitable for use in food preparation areas. Spaces to affix identification signage.",,55,
809,CS23,Double Extinguisher Trolley,Ancillary Products,,"Can be adapted to hold CO2 extinguishers, and a backboard for mounting of signs and other equipment is easily fitted.","Our extremely robust steel framed extinguisher trolley is powder coated for ultimate resistance to severe conditions.  Designed to accommodate 2 extinguishers up to 9kg size, rotary alarm bell (holes pre-drilled) and a fire bucket. Ideal for construction sites, petrol filling station forecourts and many other applications. ",,58,
811,CS23-DF,Double Extinguisher Trolley with Backboard,Ancillary Products,,"• The original Double Trolley
• Space for 2 extinguishers and a Fire Bucket
• Pre-drilled holes for a Rotary Alarm Bell
• Robust powder coated steel frame
• Nylon wheels
","Our extremely robust steel framed extinguisher trolley is powder coated for ultimate resistance to severe conditions. Designed to accommodate 2 extinguishers up to 9kg size, rotary alarm bell (holes pre-drilled) and a fire bucket. Ideal for construction sites, petrol filling station forecourts and many other applications. Can be adapted to hold CO2 extinguishers, and a backboard for mounting of signs and other equipment is easily fitted.
This Double Trolley is designed for applications where no Fire Bucket is required.  It has a large steel backboard for mounting of alarm equipment, signage and a range of other options.
It boasts an extremely robust tubular steel frame, powder coated for ultimate resistance to severe conditions.  Ideal for any application where a mobile fire point is needed.  It can easily be adapted to accommodate CO2 extinguishers.",,63,
805,CS20,Double Fire Point Stand,Ancillary Products,,,,,,
803,CS18,Double Fire Point Stand - Water & CO2,Ancillary Products,,.,"Double fire point stand for 1 Water / Foam extinguisher and 1 CO2 extinguisher.

This range of compact fire point stands offers excellent value for money.  Tough and impact resistant with a gloss finish. Suitable for use in food preparation areas. Available from stock in red - cream and grey available by special order.",,377,
802,CS17,Double Fire Point Stand - Water & Water,Ancillary Products,,.,This range of compact fire point stands offers excellent value for money. Tough and impact resistant with a gloss finish. Suitable for use in food preparation areas. ,,601,
2588,CS33/L,Double Tubular Extinguisher Lower Stand - Chrome,Ancillary Products,,• Supplied with brackets for mounting most extinguishers.,"Metal stands are the modern and low-key solution to fire extinguisher mounting. Available in red or chrome, in both single and double variants, these stands complement any contemporary or image-conscious applications.

",,835,
833,CS33,Double Tubular Extinguisher Stand - Chrome,Ancillary Products,,Supplied with brackets for mounting most extinguishers.,"Metal stands are the modern and low-key solution to fire extinguisher mounting. Available in red or chrome, in both single and double variants, these stands complement any contemporary or image-conscious applications.
",,32,
830,CS31,Double Tubular Extinguisher Stand - Red,Ancillary Products,,Supplied with brackets for mounting most extinguishers,"Metal stands are the modern and low-key solution to fire extinguisher mounting. Available in red or chrome, in both single and double variants, these stands complement any contemporary or image-conscious applications.",,56,
2383,CS33/AC,Double Tubular Stand - Antique Copper,Ancillary Products,,Supplied with brackets for mounting most extinguishers.,"Metal stands are the modern and low-key solution to fire extinguisher mounting. Available in red or chrome, in both single and double variants, these stands complement any contemporary or image-conscious applications.",,296,
2382,CS33/PG,Double Tubular Stand - Polished Gold,Ancillary Products,,• Supplied with brackets for mounting most extinguishers.,"The ultimate in luxury, polished gold extinguishers don't just blend into their surroundings - they look part of it. Metal stands are the modern and low-key solution to fire extinguisher mounting.",,638,
1139,FBK02,Fire Bucket & Lid (Metal),Ancillary Products,,.,Metal fire bucket with handle and lid.,,494,
1138,FBK01,Fire Bucket & Lid (Plastic),Ancillary Products,,"• 10ltr capacity.
• D shaped design with recess on base for mounting on trolleys.
",Plastic fire bucket with lid.,,183,
819,CS27/B,Fire Extinguisher Backboard - Black,Ancillary Products,,"• Designed to enhance the most prestigious developments
• Space to mount an ID sign if required
• Wipe-clean surface for easy maintenance
",Backboards help to protect your walls from scuffing when used for wall mounting fire extinguishers.,,,
2176,CS27/R,Fire Extinguisher Backboard - Red,Ancillary Products,,"• Designed to enhance the most prestigious developments
• Space to mount an ID sign if required
• Wipe-clean surface for easy maintenance
",Backboards help to protect your walls from scuffing when used for wall mounting fire extinguishers.,,548,
820,CS27/RF,Fire Extinguisher Backboard - Red Foamex,Ancillary Products,,"• Designed to enhance the most prestigious developments
• Space to mount an ID sign if required
• Wipe-clean surface for easy maintenance
",Backboards help to protect your walls from scuffing when used for wall mounting fire extinguishers.,,,
821,CS27/S,Fire Extinguisher Backboard - Silver,Ancillary Products,,"• Designed to enhance the most prestigious developments
• Space to mount an ID sign if required
• Wipe-clean surface for easy maintenance
",Backboards help to protect your walls from scuffing when used for wall mounting fire extinguishers.,,,
822,CS27/SSW,Fire Extinguisher Backboard - Standard Softwood,Ancillary Products,,"• Designed to enhance the most prestigious developments
• Space to mount an ID sign if required
• Wipe-clean surface for easy maintenance
",Backboards help to protect your walls from scuffing when used for wall mounting fire extinguishers.,,224,
823,CS27/W,Fire Extinguisher Backboard - White,Ancillary Products,,"• Designed to enhance the most prestigious developments
• Space to mount an ID sign if required
• Wipe-clean surface for easy maintenance
",Backboards help to protect your walls from scuffing when used for wall mounting fire extinguishers.,,334,
824,CS27/WG,Fire Extinguisher Backboard - Woodgrain,Ancillary Products,,"• Designed to enhance the most prestigious developments
• Space to mount an ID sign if required
• Wipe-clean surface for easy maintenance
","This Mobile Fire Point Stand is another versatile solution. It’s much bigger than the standard trolleys, and will hold up to 4 extinguishers. The steel strap and lipped base hold the extinguishers safely on the stand whilst moving.
The backboard measures a massive 650mm x 1200mm. It is designed to be fitted with a range of ancillary equipment and options, including alarm equipment, first aid equipment and eye wash stations, fire and safety signage, notices and plans, branding... The list is endless!
Large nylon wheels on the back mean that the stand can be moved easily and quickly when required.
",,965,
2460,CS26EV,Fire Point Event Stand ,Ancillary Products,,,,,259,
816,CS26B,Fire Point Stand - Double Contractor Stand,Ancillary Products,,,,,,
814,CS26,Fire Point Stand (Static),Ancillary Products,,,,,,
2191,CS26ST,Fire Point Stand (Strong Type),Ancillary Products,,,,,61,
815,CS26A,Fire Point Stand (Wheeled),Ancillary Products,,"• Mobile Fire Point Site Stand
• Space for up to 4 extinguishers
• 2 wheels to facilitate positioning
• Large steel backboard allows fitting of an unlimited combination of ancillaries, including alarm equipment, signage, first aid equipment, branding, site plans...
• Extremely robust and weather resistant
","This Mobile Fire Point Stand is another versatile solution. It’s much bigger than the standard trolleys, and will hold up to 4 extinguishers. The steel strap and lipped base hold the extinguishers safely on the stand whilst moving.
The backboard measures a massive 650mm x 1200mm. It is designed to be fitted with a range of ancillary equipment and options, including alarm equipment, first aid equipment and eye wash stations, fire and safety signage, notices and plans, branding... The list is endless!
Large nylon wheels on the back mean that the stand can be moved easily and quickly when required.
",,21,
2217,CS26A/GR,Fire Point Stand (Wheeled) - Green,Ancillary Products,,"• Mobile Fire Point Site Stand
• Space for up to 4 extinguishers
• 2 wheels to facilitate positioning
• Large steel backboard allows fitting of an unlimited combination of ancillaries, including alarm equipment, signage, first aid equipment, branding, site plans...
• Extremely robust and weather resistant
","This Mobile Fire Point Stand is another versatile solution. It’s much bigger than the standard trolleys, and will hold up to 4 extinguishers. The steel strap and lipped base hold the extinguishers safely on the stand whilst moving.
The backboard measures a massive 650mm x 1200mm. It is designed to be fitted with a range of ancillary equipment and options, including alarm equipment, first aid equipment and eye wash stations, fire and safety signage, notices and plans, branding... The list is endless!
Large nylon wheels on the back mean that the stand can be moved easily and quickly when required.
",,245,
2216,CS26A/Y,Fire Point Stand (Wheeled) - Yellow,Ancillary Products,,"• Mobile Fire Point Site Stand
• Space for up to 4 extinguishers
• 2 wheels to facilitate positioning
• Large steel backboard allows fitting of an unlimited combination of ancillaries, including alarm equipment, signage, first aid equipment, branding, site plans...
• Extremely robust and weather resistant
","This Mobile Fire Point Stand is another versatile solution. It’s much bigger than the standard trolleys, and will hold up to 4 extinguishers. The steel strap and lipped base hold the extinguishers safely on the stand whilst moving.
The backboard measures a massive 650mm x 1200mm. It is designed to be fitted with a range of ancillary equipment and options, including alarm equipment, first aid equipment and eye wash stations, fire and safety signage, notices and plans, branding... The list is endless!
Large nylon wheels on the back mean that the stand can be moved easily and quickly when required.
",,322,
838,CS35A,Fire Safety Document Box (Key Type),Ancillary Products,,• Size: 370mm (h) x 300mm (w) x 140mm (d),Fire Safety Document boxes designed to hold A4 binders and files,,105,
2179,CS35A/WH,Fire Safety Document Box (Key Type) - White,Ancillary Products,,• Size: 370mm (h) x 300mm (w) x 140mm (d),Fire Safety Document boxes designed to hold A4 binders and files,,679,
837,CS35,Fire Safety Document Box (Latch Type),Ancillary Products,,• Size: 370mm (h) x 300mm (w) x 140mm (d).,Fire Safety Document boxes designed to hold A4 binders and files,,205,
2178,CS35/WH,Fire Safety Document Box (Latch Type) - White,Ancillary Products,,• Size: 370mm (h) x 300mm (w) x 140mm (d.,Fire Safety Document boxes designed to hold A4 binders and files.,,748,
840,CS37,Fire Safety Document Cabinet (Savex),Ancillary Products,,,,,934,
836,CS34,Flammable Liquid Cabinet (Specify Size),Ancillary Products,,,,,,
818,CS27/10S,Foamex Backboard - 800mm x 300mm x 10mm,Ancillary Products,,"• We also offer a bespoke backboard service, and are able to produce MDF/plywood, foam PVC and aluminium composite backboards to your exact specification – please call our Sales Team for further details.","Wooden backboards are ideal for wall mounting fire extinguishers. We offer a wide range of colours and sizes to suit nearly every application.
Available in unfinished softwood and 18mm laminated chipboard. Laminate colours: White, Black, Beech effect and Silver.  
Foamex backboards are also stocked in both single and double sizes.  10mm thick, they can be customised to suit your requirements.
",,492,
817,CS27/10D,Foamex Double Backboard - 800mm x 600mm x 10mm,Ancillary Products,,"• Four attractive finishes available - Black, White, Silver and Beech
• Designed to enhance the most prestigious developments
• Space to mount an ID sign if required
• Wipe-clean surface for easy maintenance
",Backboards help to protect your walls from scuffing when used for wall mounting fire extinguishers.,,174,
1601,SE02,L2 Powder 9kg Extinguisher,Fire Extinguishers,,• Supplied with low-velocity applicator lance and wall mounting bracket.,"L2 Dry Powder extinguisher for fires involving flammable metals including lithium.

",,135,
2283,FBK04,Lid Only for Metal Fire Bucket,,,,,,,
1140,FBK03,Lid Only for Plastic Fire Bucket,,,.,Spare plastic lid for Plastic Fire Bucket.,,766,
1600,SE01,M28 Powder 9kg Extinguisher,,,·         Supplied with low-velocity applicator lance and wall mounting bracket.,"M28 Dry Powder extinguisher for fires involving flammable metals (excluding lithium)
",,139,
1609,SE10,Monnex Dry Powder 9kg Extinguisher,Fire Extinguishers,,,"High performance MONNEX dry chemical powder is based on potassium allphanate, a potassium bicarbonate - urea complex originally developed by ICI in the UK
Unique Performance. As with all BCE powders, MONNEX interferes with the chemical reactions occurring in the combustion zone, but MONNEX trade; has a special ability that puts it in a class of its own. 

High temperatures in the combustion zone cause MONNEX powder to explode or decrepitate, breaking down the powder into minute particles within the fire. This dramatically increases its surface area for rapid quenching of the free radicals that perpetuate the chain reaction of the fire. Unrivalled speed of control and fire extinction is therefore achieved. 

Wide Range of Hazards MONNEX is ideal for all Class BCE fires, including a wide range of hydrocarbon oils, gasoline, diesel, fuel oils, liquefied gases like hydrogen, liquefied natural gas (LNG), coal gas, and liquefied petroleum gas (LPG). It is also particularly effective against industrial chemicals like alcohols, ketones, ethers and esters, which conventional dry chemical powders find more difficult to knockdown.

Applications MONNEX can be used to make the most of your firefighting capabilities whether in a wide range of portable extinguishers or mobile trolley units, dry chemical powder skids or specialised dual agent systems and fire trucks. The high performance capability of MONNEX allows for less powder to be used resulting in lighter extinguishers.

MONNEX powder is renowned around the world as the most powerful dry chemical powder for all Class BCE flammable liquid and gas hazards, where added electrical hazards may be present. It is the discerning user choice for all high risk petrochemical, oil and gas (POG) installations as well as extensive military and aviation applications
",,381,
793,CS14/2P,Moulded Two Part Double Extinguisher Stand - Red,Ancillary Products,,"• Double 2-part extinguisher stand
• Rotationally moulded
• Supplied in 2 parts for ease of storage and transportation
• Modern new design
• Also available as a single
• Weight: 2.7kg
• Size: 645mm (h) x 500mm (w) x 300mm (d)
","""Extinguisher stands. Bulky, awkward, expensive to transport, but a vital product in your range

Enter the new 2-piece extinguisher stands - no cons attached

These new 2-part stands are a bold and modern new design, making old designs look very dated. Ideal for more stylish or prestigious applications, they are suitable for all flat-bottomed 6-12kg/ltr extinguishers and 2kg CO2 units

Space and Cost Saving</strong
Extinguisher stands are infamous for the amount of space they take up, both on your premises and in engineers vans. This also makes them costly to transport on the courier network

Supplied in 2 parts - a base and a back - they are extremely compact, making them far easier to handle, store and transport

Like all rotationally-moulded stands, they are as tough as they come. Manufactured from UV resistant PE, they are extremely resistant to scuffing, cracking and denting. And if that’s not enough, they are 100% recyclable!",,144,
786,CS13/2P,Moulded Two Part Single Extinguiger Stand - Red,Ancillary Products,,"• Rotationally moulded
• Supplied in 2 parts for ease of storage and transportation
• Modern new design
• Also available as a double
","Extinguisher stands.
Bulky, awkward, expensive to transport, but a vital product in your range.

Enter the new 2-piece extinguisher stands - no cons attached...

Modern
These new 2-part stands are a bold and modern new design, making old designs look very dated. Ideal for more stylish or prestigious applications, they are suitable for all flat-bottomed 6-12kg/ltr extinguishers and 2kg CO2 units.

Space and Cost Saving
Extinguisher stands are infamous for the amount of space they take up, both on your premises and in engineers’ vans. This also makes them costly to transport on the courier network.

So these new stands are a revolution. Supplied in 2 parts - a base and a back - they are extremely compact, making them far easier to handle, store and transport.

Durable
Like all rotationally-moulded stands, they are as tough as they come. Manufactured from UV resistant PE, they are extremely resistant to scuffing, cracking and denting. And if that’s not enough, they are 100% recyclable!",,260,
806,CS21,PVC Extinguisher Cover (Large),Ancillary Products,,"• PVC fire extinguisher cover with large viewing window.  
• Fits extinguishers up to 12kg size.","

An economical and unobtrusive way of protecting extinguishers from dust, weather and other deteriorating factors.

Also available in small and mini sizes.",,98,
807,CS22,PVC Extinguisher Cover (Medium),Ancillary Products,,• Fits extinguishers up to 6kg size.,"PVC fire extinguisher cover with large viewing window. 

An economical and unobtrusive way of protecting extinguishers from dust, weather and other deteriorating factors.
",,155,
827,CS29A,Shelving Kit for CS29,Ancillary Products,,,,,,
777,CS08,Single BA Equipment Cabinet - Green,Ancillary Products,,.,"<p>HSB70 Single BA Cabinet</p>
<p>Cabinets for storage and protection of escape equipment and breathing apparatus. Eye-catching green colour and suitable for wall, floor or post mounting. Can be fitted with an alarm.</p>",,726,
766,CS01,Single Cabinet,Ancillary Products,,"• All cabinets can be alarmed, please contact our Sales Team for more details","Single fire extinguisher cabinet.  Also available in double and single extended sizes.

Rotationally moulded for superior strength, with a clear window for viewing.  Excellent weather sealing protects contents from the elements.",,154,
2314,CS01-M2,Single Cabinet - 2kg Powder,Ancillary Products,,"• Single fire extinguisher cabinet. 
• Also available in double and single extended sizes.
","Rotationally moulded for superior strength, with a clear window for viewing. Excellent weather sealing protects contents from the elements.

All cabinets can be alarmed – please contact our Sales Team for more details",,204,
768,CS02,Single Cabinet (Extended),Ancillary Products,,.,"<p>Single extended fire extinguisher cabinet - for use with 5kg CO2 units and some 9kg/ltr units. Also available in double and standard single sizes.</p>
<p>Rotationally moulded for superior strength, with a clear window for viewing. Excellent weather sealing protects contents from the elements.</p>
<p>All cabinets can be alarmed &ndash; please contact our Sales Team for more details</p>",,468,
2489,CS01/WA,Single Cabinet c/w Alarm,Ancillary Products,,"• Single fire extinguisher cabinet. 
• Fitted alarm
","Rotationally moulded for superior strength, with a clear window for viewing. Excellent weather sealing protects contents from the elements.",,950,
767,CS01A,Single Cabinet c/w Integral Keybox and Triangular Keylock,Ancillary Products,,"• External 700mm(h) x 320mm(w) x 255mm(d)
• Internal  625mm(h) x 260mm(w) x 195mm(d)","These standard fire extinguisher cabinets offer a low-cost, reliable and effective solution to extinguisher housing and protection.  Available in single, single extended or double sizes, they have clear windows for viewing.  Cabinets can be alarmed with the AE04 PilferGard alarm.",,434,
789,CS13/R,Single Extinguisher Stand - Red,Ancillary Products,,"• Available in grey or cream
• Suitable for use in food preparation areas
• Impact and chemical resistant
• Have a recess for a skirting board
",These rotationally moulded fire extinguisher stands are extremely robust and durable.,,54,
792,CS13A/R,Single Extinguisher Stand CO2 or Water - Red,Ancillary Products,,"• Also available in grey or cream , they are suitable for use in food preparation areas.
• Impact and chemical resistant, they have a recess for a skirting board.
",These rotationally moulded fire extinguisher stands are extremely robust and durable.,,168,
804,CS19,Single Fire Point Stand,Ancillary Products,,"• Tough and impact resistant with a gloss finish. 
• Suitable for use in food preparation areas. 
",Fire extinguisher stands are used in environments where wall mounting won’t be an option as it’ll cause damage to the environment. These high quality made stands are eye catching and add a professional touch to the environment that you’re working in and will let you place your extinguishers just exactly where they’re needed.,,,
801,CS16,Single Fire Point Stand - CO2 Only,Ancillary Products,,"• Tough and impact resistant with a gloss finish. 
• Suitable for use in food preparation areas. 
",Fire extinguisher stands are used in environments where wall mounting won’t be an option as it’ll cause damage to the environment. These high quality made stands are eye catching and add a professional touch to the environment that you’re working in and will let you place your extinguishers just exactly where they’re needed.,,424,
800,CS15,Single Fire Point Stand - Water Only,Ancillary Products,,"• Tough and impact resistant with a gloss finish. 
• Suitable for use in food preparation areas. 
",Fire extinguisher stands are used in environments where wall mounting won’t be an option as it’ll cause damage to the environment. These high quality made stands are eye catching and add a professional touch to the environment that you’re working in and will let you place your extinguishers just exactly where they’re needed.,,421,
2589,CS32/L,Single Tubular Extinguisher Lower Stand - Chrome,Ancillary Products,,• Supplied with brackets for mounting most extinguishers,"Metal stands are the modern and low-key solution to fire extinguisher mounting. Available in red or chrome, in both single and double variants, these stands complement any contemporary or image-conscious applications",,,
