Internal ID,Product Code,Suggested Name,Website Category,Sub-brand,Description,Short Description,Fire Rating,Certification,Toolkit
809,CS23,Double Extinguisher Trolley,"Storage Products, Trolleys & Fire Point Stands",,"� Can be adapted to hold CO2 extinguishers, and a backboard for mounting of signs and other equipment is easily fitted.","Our extremely robust steel framed extinguisher trolley is powder coated for ultimate resistance to severe conditions.  Designed to accommodate 2 extinguishers up to 9kg size, rotary alarm bell (holes pre-drilled) and a fire bucket. Ideal for construction sites, petrol filling station forecourts and many other applications. ",,,
